0, 20527
1, 3949
2, 15256
3, 14484
4, 16278
5, 26974
6, 17807
7, 8847
8, 31814
9, 3242
10, 29655
11, 25204
12, 8865
13, 5304
14, 25226
15, 6405
16, 12595
17, 9082
18, 4899
19, 19423
20, 14576
21, 24734
22, 16099
23, 32338
24, 25276
25, 30985
26, 10356
27, 19568
28, 28209
29, 12929
30, 12493
31, 15460
32, 3484
33, 26537
34, 13141
35, 14854
36, 17224
37, 51
38, 27979
39, 28844
40, 9216
41, 14673
42, 29797
43, 30530
44, 8911
45, 21100
46, 183
47, 669
48, 18954
49, 29209
50, 3543
51, 4620
52, 1424
53, 22345
54, 5951
55, 18992
56, 25169
57, 10943
58, 29682
59, 29198
60, 26381
61, 1224
62, 5475
63, 18019
64, 27230
65, 31526
66, 11666
67, 5943
68, 2553
69, 19277
70, 120
71, 25525
72, 10033
73, 29906
74, 25765
75, 26682
76, 3261
77, 22560
78, 14120
79, 21164
80, 8634
81, 11629
82, 18095
83, 4365
84, 19956
85, 26604
86, 31215
87, 28240
88, 29537
89, 22852
90, 13638
91, 29035
92, 8430
93, 10562
94, 17311
95, 12973
96, 25214
97, 30154
98, 18071
99, 6994
100, 21040
101, 12052
102, 29150
103, 17237
104, 20193
105, 1045
106, 5599
107, 24965
108, 31731
109, 29498
110, 15779
111, 475
112, 28236
113, 21340
114, 25586
115, 30219
116, 10913
117, 26865
118, 956
119, 13401
120, 22772
121, 23423
122, 1976
123, 6318
124, 20827
125, 8023
126, 23883
127, 15339
128, 26116
129, 10111
130, 11947
131, 21885
132, 3702
133, 29680
134, 2116
135, 23346
136, 22553
137, 20481
138, 27995
139, 21322
140, 16377
141, 21796
142, 8177
143, 3282
144, 22983
145, 1488
146, 8170
147, 12845
148, 26657
149, 5310
150, 9582
151, 27124
152, 18962
153, 11352
154, 6800
155, 31232
156, 25053
157, 19055
158, 22573
159, 8388
160, 22774
161, 1068
162, 10775
163, 6368
164, 25938
165, 17993
166, 24179
167, 31476
168, 29664
169, 25984
170, 25696
171, 29106
172, 23640
173, 4932
174, 15834
175, 29752
176, 563
177, 2736
178, 18653
179, 31388
180, 1786
181, 2493
182, 9165
183, 24776
184, 29124
185, 27319
186, 12565
187, 27528
188, 28667
189, 29170
190, 32271
191, 9185
192, 4958
193, 9145
194, 4388
195, 31909
196, 12620
197, 13959
198, 25396
199, 30276
200, 18239
201, 30074
202, 2103
203, 13541
204, 2199
205, 9988
206, 19237
207, 15541
208, 31129
209, 19428
210, 16660
211, 18559
212, 15287
213, 19028
214, 6048
215, 28286
216, 28433
217, 22916
218, 8848
219, 1903
220, 19773
221, 16712
222, 27831
223, 3049
224, 24899
225, 16909
226, 20503
227, 23537
228, 236
229, 14610
230, 22861
231, 9418
232, 27453
233, 21717
234, 31273
235, 22794
236, 12350
237, 28107
238, 20380
239, 28403
240, 17920
241, 22355
242, 32471
243, 22783
244, 28381
245, 15597
246, 28081
247, 27837
248, 21762
249, 24487
250, 23113
251, 11228
252, 32555
253, 18393
254, 5613
255, 9093
256, 686
257, 16146
258, 26427
259, 21999
260, 5819
261, 9810
262, 22406
263, 25133
264, 27874
265, 31866
266, 28540
267, 24138
268, 29397
269, 10496
270, 9989
271, 6039
272, 24944
273, 24295
274, 3182
275, 11588
276, 15606
277, 11247
278, 26310
279, 14638
280, 10910
281, 2057
282, 22408
283, 31480
284, 16206
285, 30989
286, 16251
287, 14685
288, 11174
289, 7855
290, 27351
291, 19908
292, 26944
293, 15024
294, 18601
295, 3605
296, 19766
297, 2385
298, 12664
299, 2252
300, 9189
301, 32269
302, 297
303, 18252
304, 14833
305, 14471
306, 2080
307, 2677
308, 30346
309, 17858
310, 6056
311, 13688
312, 27373
313, 400
314, 11669
315, 23274
316, 31533
317, 11341
318, 808
319, 8216
320, 1075
321, 2252
322, 818
323, 27291
324, 8963
325, 5778
326, 27516
327, 3116
328, 322
329, 15426
330, 7527
331, 24761
332, 19189
333, 30297
334, 25040
335, 4792
336, 12684
337, 24091
338, 9270
339, 31163
340, 8223
341, 7374
342, 26911
343, 18244
344, 1271
345, 7973
346, 951
347, 30171
348, 21584
349, 7423
350, 20155
351, 11871
352, 10333
353, 18770
354, 27797
355, 6042
356, 8845
357, 15969
358, 21193
359, 17431
360, 29197
361, 31286
362, 9359
363, 12856
364, 9102
365, 32588
366, 8385
367, 4739
368, 7752
369, 28044
370, 9976
371, 18493
372, 29247
373, 10106
374, 6131
375, 22586
376, 23493
377, 22449
378, 5432
379, 14835
380, 8256
381, 27277
382, 25597
383, 16089
384, 10285
385, 20519
386, 30536
387, 1001
388, 31333
389, 6790
390, 25942
391, 8577
392, 31903
393, 19475
394, 19514
395, 3442
396, 7479
397, 27214
398, 27078
399, 25430
400, 18990
401, 10432
402, 27310
403, 1828
404, 22897
405, 16432
406, 13547
407, 22017
408, 18014
409, 17946
410, 12638
411, 22873
412, 26756
413, 6237
414, 22710
415, 12335
416, 1962
417, 12596
418, 1939
419, 8881
420, 28947
421, 30567
422, 24043
423, 5136
424, 29185
425, 24259
426, 11694
427, 18062
428, 23416
429, 27847
430, 15525
431, 9689
432, 29508
433, 30112
434, 23968
435, 2967
436, 30270
437, 9560
438, 9424
439, 12866
440, 4042
441, 10570
442, 15218
443, 18998
444, 27300
445, 3545
446, 5805
447, 25864
448, 16093
449, 9313
450, 5566
451, 11034
452, 288
453, 1390
454, 19282
455, 3948
456, 5946
457, 812
458, 30259
459, 30133
460, 13785
461, 8223
462, 27943
463, 32435
464, 19348
465, 24084
466, 534
467, 28351
468, 7468
469, 31064
470, 8298
471, 25252
472, 30482
473, 25639
474, 10939
475, 18097
476, 6185
477, 5735
478, 23468
479, 17421
480, 14796
481, 1431
482, 11792
483, 6219
484, 22803
485, 22786
486, 4178
487, 2878
488, 9554
489, 11832
490, 26387
491, 30479
492, 14307
493, 446
494, 8980
495, 5772
496, 31014
497, 4101
498, 28247
499, 3523
500, 22213
501, 17049
502, 13441
503, 24784
504, 12093
505, 32155
506, 2691
507, 19699
508, 5786
509, 24945
510, 14713
511, 14310
512, 22657
513, 21692
514, 28882
515, 10605
516, 23412
517, 27274
518, 25522
519, 814
